Date,OEM_Part_ID,Part_Name,Category,Manufacturer,Demand,Stock_Level,Sensor_Temperature,Sensor_Vibration,Sensor_Pressure,Supplier_Reliability_Score,Defect_Rate,Late_Delivery_Frequency,Lead_Time_Days,Route_Duration,Traffic_Impact,Delivery_Status,Transportation_Cost,Fuel_Consumption
2024-09-20,VW1725,Airbag Module,Electrical,Continental AG,208,659,80.84,0.49,83.74,0.93,0.06,4,18,34,Low,Delayed,104.64,9.87
2024-09-21,VW1726,Airbag Module,Braking System,Exide,271,249,116.24,2.43,67.33,0.92,0.09,0,27,55,Medium,On Time,180.6,10.59
2024-09-22,VW1727,Fuel Pump,Electrical,Continental AG,209,464,91.89,0.82,76.3,0.91,0.03,3,25,151,Low,Delayed,124.45,10.9
2024-09-23,VW1728,Alternator,Safety System,Continental AG,455,202,99.61,1.63,66.44,0.94,0.06,4,21,159,High,Delayed,94.2,9.51
2024-09-24,VW1729,Battery,Electrical,Continental AG,81,102,111.05,0.34,93.72,0.92,0.06,1,23,113,Low,In Transit,151.01,11.69
2024-09-25,VW1730,Brake Pads,Safety System,Garrett Motion,447,462,97.36,1.06,84.48,0.96,0.06,0,23,106,High,On Time,126.15,9.9
2024-09-26,VW1731,Alternator,Safety System,Garrett Motion,258,242,87.63,1.18,51.11,0.98,0.07,3,27,54,Medium,Delayed,132.46,7.22
2024-09-27,VW1732,Brake Pads,Fuel System,Behr Hella,198,554,87.9,1.82,46.69,0.93,0.08,3,24,73,Low,In Transit,107.53,9.45
2024-09-28,VW1733,Brake Pads,Engine,Exide,64,731,105.85,0.43,92.65,0.91,0.06,2,28,64,High,On Time,103.72,8.26
2024-09-29,VW1734,Turbocharger,Engine,Bosch,317,255,116.25,1.42,43.15,0.93,0.09,1,14,79,Medium,Delayed,173.65,8.66
2024-09-30,VW1735,Battery,Braking System,Continental AG,52,271,114.08,0.47,48.8,0.86,0.03,1,23,163,High,Delayed,68.65,10.74
2024-10-01,VW1736,Brake Pads,Electrical,Bosch,499,740,81.35,2.43,44.63,0.86,0.04,0,17,120,High,In Transit,135.15,8.43
2024-10-02,VW1737,Airbag Module,Electrical,Behr Hella,329,388,81.21,1.09,94.76,0.87,0.05,3,18,36,Low,In Transit,139.36,11.18
2024-10-03,VW1738,Airbag Module,Braking System,Bosch,334,284,113.07,2.45,82.81,0.98,0.02,4,19,173,High,In Transit,126.9,5.8
2024-10-04,VW1739,Turbocharger,Fuel System,Garrett Motion,379,274,80.87,2.49,52.2,0.9,0.04,2,25,86,Low,Delayed,145.25,11.73
2024-10-05,VW1740,Brake Pads,Fuel System,Bosch,161,118,114.76,0.55,86.8,0.97,0.09,1,20,178,Medium,Delayed,141.71,10.46
2024-10-06,VW1741,Turbocharger,Electrical,Bosch,374,618,107.91,2.12,86.83,0.88,0.07,2,19,156,High,On Time,153.48,10.95
2024-10-07,VW1742,Airbag Module,Braking System,Behr Hella,314,142,113.57,1.25,66.08,0.94,0.08,4,15,43,Medium,In Transit,147.6,7.95
2024-10-08,VW1743,Fuel Pump,Engine,Behr Hella,285,525,96.45,1.55,92.24,0.89,0.08,1,25,134,High,Delayed,156.66,13.94
2024-10-09,VW1744,Turbocharger,Engine,Garrett Motion,70,125,84.23,1.24,82.44,0.85,0.05,1,14,150,High,On Time,70.3,8.08
2024-10-10,VW1745,Alternator,Electrical,Behr Hella,175,718,105.84,1.32,42.99,0.99,0.02,4,29,162,Medium,In Transit,103.56,9.91
2024-10-11,VW1746,Alternator,Braking System,Continental AG,344,614,89.22,1.93,89.34,0.89,0.05,0,21,31,Low,Delayed,136.28,5.41
2024-10-12,VW1747,Turbocharger,Electrical,Garrett Motion,227,480,93.11,1.55,90.71,0.9,0.02,2,20,139,Low,In Transit,157.83,14.9
2024-10-13,VW1748,Fuel Pump,Fuel System,Bosch,305,526,82.29,0.52,55.05,0.88,0.07,4,23,92,Medium,In Transit,164.82,6.72
2024-10-14,VW1749,Alternator,Electrical,Garrett Motion,205,473,92.61,2.2,83.36,0.93,0.03,2,21,33,Medium,In Transit,50.04,6.93
2024-10-15,VW1750,Fuel Pump,Engine,Exide,125,247,102.22,0.76,97.47,0.94,0.06,1,23,95,Medium,In Transit,112.46,5.83
2024-10-16,VW1751,Airbag Module,Safety System,Behr Hella,378,363,111.65,0.45,58.09,0.88,0.08,3,21,40,Medium,In Transit,70.14,5.42
2024-10-17,VW1752,Battery,Electrical,Bosch,408,262,109.32,1.14,46.98,0.86,0.1,0,26,52,Low,In Transit,88.42,6.12
2024-10-18,VW1753,Turbocharger,Engine,Behr Hella,157,735,84.26,2.49,88.97,0.85,0.04,0,14,47,High,On Time,106.64,7.66
2024-10-19,VW1754,Battery,Safety System,Behr Hella,316,248,99.92,2.26,56.85,0.89,0.08,2,14,113,High,In Transit,119.08,14.15
2024-10-20,VW1755,Battery,Engine,Continental AG,393,527,101.01,1.73,63.07,0.87,0.1,4,24,71,High,On Time,61.56,10.45
2024-10-21,VW1756,Brake Pads,Fuel System,Garrett Motion,422,656,106.55,0.97,77.84,1.0,0.02,2,10,44,Medium,In Transit,196.26,14.62
2024-10-22,VW1757,Alternator,Safety System,Behr Hella,288,262,102.17,0.75,42.25,0.9,0.06,2,21,90,High,In Transit,114.91,14.11
2024-10-23,VW1758,Turbocharger,Safety System,Garrett Motion,467,443,96.97,2.46,82.77,0.9,0.02,2,25,36,Low,In Transit,66.54,9.52
2024-10-24,VW1759,Brake Pads,Safety System,Continental AG,287,230,113.24,0.53,87.71,0.99,0.02,1,29,109,Medium,In Transit,76.43,11.26
2024-10-25,VW1760,Airbag Module,Engine,Behr Hella,302,489,85.67,1.49,71.76,0.95,0.08,2,14,179,Low,On Time,193.66,6.47
2024-10-26,VW1761,Battery,Engine,Exide,219,341,95.69,1.38,61.95,0.95,0.09,0,25,178,Medium,On Time,124.59,9.52
2024-10-27,VW1762,Alternator,Engine,Garrett Motion,237,408,86.12,0.58,97.83,0.93,0.02,2,22,134,High,On Time,66.91,12.57
2024-10-28,VW1763,Battery,Electrical,Behr Hella,389,754,102.93,1.58,68.57,0.89,0.06,4,13,45,Low,In Transit,95.54,14.9
2024-10-29,VW1764,Fuel Pump,Engine,Continental AG,326,729,115.27,2.13,86.03,0.89,0.07,3,12,44,Low,On Time,183.46,7.14
2024-10-30,VW1765,Brake Pads,Engine,Bosch,243,215,114.42,0.88,98.01,0.97,0.02,4,17,56,Low,Delayed,149.46,10.39
2024-10-31,VW1766,Fuel Pump,Electrical,Exide,497,549,90.47,0.94,72.83,0.95,0.06,2,29,170,Medium,On Time,89.5,14.82
2024-11-01,VW1767,Airbag Module,Engine,Garrett Motion,454,373,84.66,1.22,80.55,0.95,0.08,2,23,71,High,On Time,110.42,13.5
2024-11-02,VW1768,Fuel Pump,Electrical,Continental AG,402,254,112.2,1.79,85.08,0.93,0.02,3,26,87,High,In Transit,177.43,8.7
2024-11-03,VW1769,Brake Pads,Electrical,Bosch,284,521,111.76,1.2,50.86,0.86,0.02,2,15,99,Low,On Time,98.3,12.64
2024-11-04,VW1770,Battery,Braking System,Bosch,306,382,115.9,1.62,79.31,0.87,0.09,3,18,167,Medium,Delayed,152.11,13.17
2024-11-05,VW1771,Brake Pads,Braking System,Continental AG,445,621,114.34,1.2,97.06,0.95,0.03,1,25,105,Low,On Time,61.25,8.19
2024-11-06,VW1772,Brake Pads,Fuel System,Behr Hella,94,578,104.82,1.3,44.8,0.91,0.1,1,20,143,High,On Time,150.42,5.34
2024-11-07,VW1773,Alternator,Braking System,Exide,486,284,119.78,0.41,74.91,0.91,0.03,1,10,90,Low,Delayed,189.13,10.72
2024-11-08,VW1774,Fuel Pump,Electrical,Continental AG,355,450,110.81,0.76,98.3,0.97,0.06,4,13,59,Low,In Transit,87.02,5.13
2024-11-09,VW1775,Turbocharger,Safety System,Behr Hella,122,583,100.85,1.59,45.62,0.87,0.02,2,13,89,Low,Delayed,72.68,14.52
2024-11-10,VW1776,Airbag Module,Safety System,Bosch,253,207,112.38,1.7,99.49,0.97,0.1,3,15,129,Medium,Delayed,186.62,10.17
2024-11-11,VW1777,Turbocharger,Braking System,Continental AG,494,701,86.79,2.41,53.19,0.96,0.01,3,18,57,Medium,In Transit,87.6,5.39
2024-11-12,VW1778,Turbocharger,Fuel System,Behr Hella,410,261,115.76,0.45,85.48,0.99,0.08,2,26,132,Medium,In Transit,51.08,10.68
2024-11-13,VW1779,Turbocharger,Fuel System,Exide,463,349,95.63,1.66,69.36,0.89,0.06,4,12,101,Medium,In Transit,147.32,10.57
2024-11-14,VW1780,Fuel Pump,Braking System,Exide,192,294,113.68,1.54,98.68,0.88,0.03,2,12,61,Medium,Delayed,147.88,7.56
2024-11-15,VW1781,Battery,Fuel System,Exide,189,165,96.06,2.35,42.8,0.91,0.09,1,24,136,Low,On Time,71.17,7.61
2024-11-16,VW1782,Turbocharger,Electrical,Behr Hella,482,548,110.89,0.6,63.05,0.85,0.05,2,22,98,Medium,Delayed,137.38,5.37
2024-11-17,VW1783,Alternator,Safety System,Exide,461,378,99.71,1.49,62.24,0.85,0.07,3,14,67,Medium,On Time,154.09,14.67
2024-11-18,VW1784,Fuel Pump,Electrical,Continental AG,224,363,109.9,0.63,49.38,0.92,0.05,0,15,43,Medium,On Time,198.21,7.6
2024-11-19,VW1785,Brake Pads,Engine,Continental AG,331,168,113.81,1.45,66.69,0.96,0.05,4,29,91,High,In Transit,149.99,10.66
2024-11-20,VW1786,Battery,Fuel System,Bosch,496,470,103.74,0.54,53.51,1.0,0.01,2,17,136,Medium,On Time,98.74,5.72
2024-11-21,VW1787,Brake Pads,Safety System,Exide,384,394,109.98,1.89,96.2,0.99,0.07,1,19,77,High,Delayed,143.87,8.49
2024-11-22,VW1788,Battery,Electrical,Behr Hella,98,637,116.28,1.93,49.78,0.95,0.06,1,16,153,Medium,On Time,73.81,5.42
2024-11-23,VW1789,Turbocharger,Fuel System,Garrett Motion,112,200,95.0,1.89,60.0,0.94,0.05,1,27,108,Low,In Transit,173.19,5.52
2024-11-24,VW1790,Turbocharger,Safety System,Bosch,466,386,103.4,0.92,62.14,0.93,0.05,0,22,103,Medium,Delayed,107.02,6.62
2024-11-25,VW1791,Airbag Module,Braking System,Garrett Motion,117,184,100.66,2.28,98.57,0.98,0.07,3,16,158,Medium,On Time,111.4,5.05
2024-11-26,VW1792,Alternator,Electrical,Behr Hella,343,322,109.26,1.93,59.98,0.93,0.08,4,24,174,Low,On Time,107.36,7.21
2024-11-27,VW1793,Brake Pads,Braking System,Continental AG,402,283,99.05,0.38,54.55,0.95,0.05,2,12,148,Medium,On Time,51.31,7.02
2024-11-28,VW1794,Fuel Pump,Electrical,Continental AG,178,524,113.65,1.4,44.24,0.91,0.07,1,21,133,Low,In Transit,105.91,9.79
2024-11-29,VW1795,Alternator,Braking System,Garrett Motion,193,616,112.75,2.47,60.95,0.92,0.04,0,17,166,High,On Time,157.81,10.82
2024-11-30,VW1796,Airbag Module,Electrical,Behr Hella,110,433,109.2,0.41,90.18,0.94,0.08,1,24,76,Low,In Transit,176.86,9.56
2024-12-01,VW1797,Battery,Braking System,Garrett Motion,441,332,119.26,2.23,86.53,0.96,0.03,2,26,87,High,On Time,83.42,10.21
2024-12-02,VW1798,Battery,Electrical,Bosch,51,577,108.74,1.21,58.41,0.94,0.04,4,17,40,Low,Delayed,119.0,7.14
2024-12-03,VW1799,Brake Pads,Braking System,Bosch,149,578,92.13,2.44,73.23,0.86,0.04,1,25,147,Medium,Delayed,126.93,11.93
2024-12-04,VW1800,Fuel Pump,Electrical,Garrett Motion,217,794,85.11,0.43,79.43,0.95,0.1,0,13,166,Medium,Delayed,130.47,6.21
2024-12-05,VW1801,Airbag Module,Electrical,Garrett Motion,409,120,102.12,2.35,54.49,0.89,0.05,3,29,48,Low,In Transit,181.59,10.14
2024-12-06,VW1802,Turbocharger,Engine,Behr Hella,348,626,87.64,0.33,97.69,0.93,0.06,0,11,154,Low,On Time,174.64,10.41
2024-12-07,VW1803,Brake Pads,Engine,Continental AG,492,226,87.03,1.07,81.74,0.88,0.02,0,15,135,High,On Time,166.21,10.03
2024-12-08,VW1804,Alternator,Engine,Behr Hella,82,565,116.82,0.6,51.79,0.94,0.08,0,20,77,High,On Time,163.67,13.6
2024-12-09,VW1805,Alternator,Electrical,Bosch,139,558,90.68,1.0,59.13,0.93,0.05,2,17,155,Medium,On Time,54.08,12.31
2024-12-10,VW1806,Alternator,Engine,Garrett Motion,199,181,112.81,0.58,59.91,0.98,0.09,2,18,35,High,In Transit,74.9,7.09
2024-12-11,VW1807,Airbag Module,Braking System,Bosch,353,733,80.88,1.55,92.46,0.95,0.07,4,27,93,High,Delayed,53.98,10.94
2024-12-12,VW1808,Fuel Pump,Braking System,Bosch,477,688,94.05,1.15,75.41,0.9,0.07,3,11,130,High,Delayed,178.0,12.75
2024-12-13,VW1809,Airbag Module,Fuel System,Behr Hella,309,529,114.94,1.57,83.85,0.91,0.04,4,16,45,Medium,Delayed,189.73,5.81
2024-12-14,VW1810,Brake Pads,Electrical,Exide,206,272,90.49,1.42,74.03,0.95,0.03,2,23,44,Medium,In Transit,170.38,9.18
2024-12-15,VW1811,Brake Pads,Engine,Continental AG,224,425,105.56,1.61,42.03,0.85,0.05,3,28,50,Medium,In Transit,80.99,8.6
2024-12-16,VW1812,Fuel Pump,Braking System,Garrett Motion,322,472,99.32,1.03,83.22,0.9,0.1,0,25,145,Medium,On Time,171.41,7.83
2024-12-17,VW1813,Alternator,Safety System,Bosch,408,324,101.29,1.39,77.99,0.88,0.02,0,15,171,Low,On Time,104.6,6.32
2024-12-18,VW1814,Fuel Pump,Electrical,Bosch,408,548,110.48,1.84,82.44,0.98,0.07,1,24,129,Medium,In Transit,65.02,6.39
2024-12-19,VW1815,Airbag Module,Braking System,Behr Hella,168,348,94.52,0.46,50.31,0.89,0.04,0,21,37,Low,In Transit,159.58,10.65
2024-12-20,VW1816,Fuel Pump,Engine,Bosch,353,782,85.47,0.77,53.28,0.88,0.01,3,15,149,Low,On Time,109.0,14.16
2024-12-21,VW1817,Brake Pads,Safety System,Exide,320,739,115.52,0.5,95.22,0.98,0.05,1,25,42,Medium,On Time,150.32,6.31
2024-12-22,VW1818,Alternator,Braking System,Bosch,198,636,83.4,1.87,68.71,0.93,0.04,3,20,86,High,On Time,76.26,14.96
2024-12-23,VW1819,Battery,Braking System,Bosch,182,449,112.93,1.32,55.8,0.98,0.08,4,27,97,Low,On Time,156.71,13.0
2024-12-24,VW1820,Brake Pads,Electrical,Behr Hella,327,587,88.08,1.27,48.21,0.99,0.02,1,26,139,Low,On Time,118.49,6.58
2024-12-25,VW1821,Battery,Engine,Behr Hella,450,739,110.13,0.68,97.88,0.95,0.08,2,25,148,Medium,On Time,182.9,9.84
2024-12-26,VW1822,Fuel Pump,Electrical,Continental AG,363,588,102.56,0.62,43.58,0.89,0.04,2,19,61,High,In Transit,117.27,13.67
2024-12-27,VW1823,Brake Pads,Safety System,Garrett Motion,426,702,97.91,1.79,64.08,0.89,0.02,2,15,176,Low,Delayed,108.75,7.78
2024-12-28,VW1824,Alternator,Fuel System,Continental AG,193,618,103.33,1.16,80.07,0.89,0.02,4,16,85,Medium,In Transit,52.1,11.91
2024-12-29,VW1825,Battery,Braking System,Continental AG,450,436,89.06,0.98,53.12,0.91,0.03,0,16,43,High,In Transit,161.93,6.42
2024-12-30,VW1826,Turbocharger,Fuel System,Exide,413,651,109.24,1.38,46.1,0.89,0.1,3,16,179,Medium,In Transit,180.77,13.12
2024-12-31,VW1827,Turbocharger,Engine,Bosch,284,301,86.94,0.67,85.94,0.87,0.05,2,22,36,High,Delayed,186.07,7.2
2025-01-01,VW1828,Turbocharger,Safety System,Bosch,381,597,101.97,1.87,76.33,0.89,0.1,1,17,96,Medium,In Transit,74.07,11.81
2025-01-02,VW1829,Brake Pads,Fuel System,Exide,108,561,99.38,1.67,72.12,0.98,0.05,2,10,68,Low,Delayed,61.68,6.52
2025-01-03,VW1830,Battery,Safety System,Continental AG,266,487,90.83,2.05,76.14,0.92,0.02,2,23,172,High,In Transit,65.54,8.11
2025-01-04,VW1831,Brake Pads,Safety System,Bosch,411,254,88.51,1.58,70.29,0.96,0.03,1,17,112,Low,On Time,172.02,6.82
2025-01-05,VW1832,Brake Pads,Electrical,Behr Hella,407,528,119.84,0.79,92.67,0.96,0.09,2,15,85,Low,On Time,65.48,9.4
2025-01-06,VW1833,Brake Pads,Electrical,Bosch,464,792,114.39,0.83,55.74,0.97,0.09,3,14,58,High,In Transit,184.16,12.92
2025-01-07,VW1834,Fuel Pump,Engine,Exide,194,345,90.6,1.96,60.84,0.89,0.02,3,13,44,High,On Time,164.34,7.25
2025-01-08,VW1835,Brake Pads,Safety System,Garrett Motion,108,120,116.07,1.66,52.45,0.95,0.04,0,28,70,Medium,In Transit,61.31,12.42
2025-01-09,VW1836,Brake Pads,Engine,Behr Hella,331,214,93.12,0.8,52.84,0.89,0.07,2,20,164,High,On Time,58.24,6.1
2025-01-10,VW1837,Brake Pads,Electrical,Garrett Motion,454,590,80.24,2.24,40.75,0.89,0.01,2,15,153,High,On Time,149.51,9.6
2025-01-11,VW1838,Battery,Fuel System,Continental AG,128,404,114.26,1.52,88.24,0.94,0.06,0,20,78,High,On Time,190.35,11.5
2025-01-12,VW1839,Turbocharger,Fuel System,Exide,457,152,109.49,1.44,48.61,0.9,0.07,1,20,87,Low,Delayed,59.19,12.1
2025-01-13,VW1840,Battery,Electrical,Continental AG,201,381,96.8,2.12,76.53,0.88,0.03,3,22,100,Low,In Transit,182.46,9.89
2025-01-14,VW1841,Fuel Pump,Engine,Behr Hella,484,783,103.49,0.39,86.25,0.96,0.03,4,28,84,Medium,In Transit,128.43,6.95
2025-01-15,VW1842,Airbag Module,Braking System,Exide,396,320,103.99,1.8,84.09,0.87,0.04,2,14,170,High,On Time,93.46,6.47
2025-01-16,VW1843,Airbag Module,Electrical,Behr Hella,308,448,87.83,1.62,78.86,0.99,0.01,4,27,134,Medium,In Transit,63.2,14.87
2025-01-17,VW1844,Battery,Electrical,Continental AG,168,432,103.41,0.9,61.67,0.98,0.05,4,18,139,High,In Transit,60.5,6.81
2025-01-18,VW1845,Airbag Module,Braking System,Garrett Motion,55,482,116.11,1.8,69.1,1.0,0.06,3,18,117,Low,Delayed,95.14,10.12
2025-01-19,VW1846,Airbag Module,Engine,Behr Hella,93,247,91.85,0.82,74.01,0.86,0.04,2,17,122,High,On Time,112.83,10.5
2025-01-20,VW1847,Fuel Pump,Fuel System,Exide,173,762,84.88,0.93,98.66,0.89,0.03,4,27,84,High,On Time,63.22,11.54
2025-01-21,VW1848,Alternator,Fuel System,Exide,387,120,81.54,0.86,64.2,0.99,0.05,1,27,169,High,On Time,109.11,13.11
2025-01-22,VW1849,Airbag Module,Engine,Continental AG,496,334,86.29,2.05,84.03,0.91,0.06,2,17,112,Medium,In Transit,101.16,14.32
2025-01-23,VW1850,Fuel Pump,Fuel System,Continental AG,175,189,97.38,2.32,70.37,0.92,0.02,1,21,56,High,Delayed,177.1,11.57
2025-01-24,VW1851,Brake Pads,Braking System,Exide,159,441,108.08,0.57,49.72,0.96,0.01,1,17,47,High,In Transit,59.07,13.96
2025-01-25,VW1852,Fuel Pump,Electrical,Bosch,265,323,94.62,1.57,58.6,0.97,0.06,4,29,112,Medium,Delayed,60.42,8.78
2025-01-26,VW1853,Turbocharger,Safety System,Behr Hella,337,556,109.76,1.08,67.58,0.93,0.06,2,28,45,Medium,In Transit,151.9,5.63
2025-01-27,VW1854,Alternator,Engine,Continental AG,214,540,116.04,1.57,76.57,0.89,0.02,4,18,137,High,On Time,136.81,9.53
2025-01-28,VW1855,Airbag Module,Fuel System,Behr Hella,109,182,82.71,1.86,83.49,0.98,0.07,4,18,75,High,In Transit,82.81,14.58
2025-01-29,VW1856,Airbag Module,Fuel System,Behr Hella,307,354,87.31,1.07,54.44,0.92,0.03,0,11,105,Low,In Transit,123.34,8.72
2025-01-30,VW1857,Battery,Electrical,Bosch,316,125,107.34,1.44,56.59,0.92,0.08,4,15,55,High,On Time,50.91,8.83
2025-01-31,VW1858,Alternator,Engine,Continental AG,302,423,113.95,1.39,93.04,0.95,0.09,3,15,104,Medium,On Time,52.3,13.42
2025-02-01,VW1859,Brake Pads,Safety System,Exide,191,111,94.04,2.34,93.53,0.95,0.01,1,17,45,Low,In Transit,159.83,5.84
2025-02-02,VW1860,Fuel Pump,Safety System,Garrett Motion,153,214,102.39,1.37,61.35,0.97,0.03,2,16,106,High,Delayed,65.2,11.86
2025-02-03,VW1861,Turbocharger,Electrical,Continental AG,302,513,82.68,2.39,62.91,0.86,0.09,2,26,175,Medium,Delayed,60.6,8.5
2025-02-04,VW1862,Battery,Safety System,Behr Hella,73,160,103.35,2.24,53.11,0.94,0.01,4,20,152,High,On Time,123.69,14.17
2025-02-05,VW1863,Turbocharger,Electrical,Garrett Motion,332,656,81.54,2.29,69.08,0.95,0.04,4,22,88,Low,Delayed,86.0,14.27
2025-02-06,VW1864,Alternator,Engine,Behr Hella,183,201,99.2,1.58,95.93,1.0,0.09,1,18,142,High,In Transit,95.95,11.74
2025-02-07,VW1865,Turbocharger,Electrical,Continental AG,267,753,90.37,2.34,57.79,0.94,0.05,2,23,40,Low,Delayed,171.04,12.85
2025-02-08,VW1866,Airbag Module,Safety System,Continental AG,305,788,105.37,2.05,65.68,1.0,0.04,0,27,43,Medium,In Transit,146.83,8.88
2025-02-09,VW1867,Turbocharger,Fuel System,Behr Hella,273,192,114.29,1.59,53.79,0.99,0.06,0,27,50,Low,In Transit,88.98,8.1
2025-02-10,VW1868,Brake Pads,Braking System,Exide,145,170,104.9,0.93,98.85,0.86,0.1,1,22,51,High,On Time,89.56,12.62
2025-02-11,VW1869,Fuel Pump,Electrical,Exide,186,394,101.92,2.22,44.78,0.97,0.04,4,18,30,Low,Delayed,115.81,9.47
2025-02-12,VW1870,Alternator,Braking System,Continental AG,146,411,116.75,1.21,89.04,0.98,0.04,0,16,87,Medium,Delayed,60.81,12.63
2025-02-13,VW1871,Turbocharger,Electrical,Continental AG,372,140,95.95,0.34,60.89,0.95,0.04,0,25,48,Medium,Delayed,108.44,12.72
2025-02-14,VW1872,Airbag Module,Electrical,Garrett Motion,114,416,88.84,1.03,42.48,0.99,0.05,0,26,90,High,On Time,149.55,6.76
2025-02-15,VW1873,Brake Pads,Engine,Garrett Motion,146,399,84.05,1.84,73.21,0.85,0.07,3,16,136,High,Delayed,157.53,14.65
2025-02-16,VW1874,Battery,Fuel System,Exide,421,222,113.34,1.4,72.61,0.9,0.06,4,19,100,Low,In Transit,109.46,11.26
2025-02-17,VW1875,Battery,Braking System,Exide,84,337,118.55,2.19,88.24,0.88,0.02,0,26,66,Medium,On Time,78.11,11.04
2025-02-18,VW1876,Fuel Pump,Fuel System,Bosch,244,195,85.99,2.35,71.26,0.93,0.09,2,19,168,Medium,Delayed,100.91,13.45
2025-02-19,VW1877,Alternator,Braking System,Exide,465,220,113.92,1.39,56.97,0.9,0.03,4,24,163,Medium,On Time,174.06,7.38
2025-02-20,VW1878,Fuel Pump,Braking System,Garrett Motion,183,627,119.71,1.55,45.7,0.9,0.06,3,18,103,Low,Delayed,134.39,11.98
2025-02-21,VW1879,Turbocharger,Fuel System,Bosch,237,719,92.8,0.82,74.37,0.88,0.08,3,27,111,High,Delayed,64.12,8.78
2025-02-22,VW1880,Brake Pads,Safety System,Exide,420,743,98.13,1.85,77.15,0.92,0.1,0,16,70,Medium,Delayed,125.04,7.12
2025-02-23,VW1881,Fuel Pump,Fuel System,Continental AG,357,737,81.16,1.31,90.28,1.0,0.03,1,24,169,Medium,Delayed,181.24,10.11
2025-02-24,VW1882,Airbag Module,Safety System,Behr Hella,65,522,91.28,1.07,47.29,0.86,0.05,3,17,137,Medium,On Time,174.29,12.28
2025-02-25,VW1883,Alternator,Engine,Garrett Motion,369,705,118.97,2.05,87.97,0.97,0.01,0,13,78,Medium,On Time,102.07,13.33
2025-02-26,VW1884,Battery,Braking System,Behr Hella,380,401,115.96,0.99,44.26,0.98,0.01,4,21,39,Medium,In Transit,155.82,12.25
2025-02-27,VW1885,Battery,Electrical,Bosch,357,373,94.62,2.14,71.95,0.88,0.03,4,22,60,Low,In Transit,79.01,5.66
2025-02-28,VW1886,Airbag Module,Fuel System,Exide,196,198,85.76,1.85,97.06,0.85,0.08,2,19,41,High,On Time,168.0,9.84
2025-03-01,VW1887,Brake Pads,Braking System,Exide,330,704,96.51,2.02,79.8,0.91,0.01,0,11,62,Medium,On Time,78.97,13.01
2025-03-02,VW1888,Fuel Pump,Fuel System,Continental AG,90,229,95.48,0.47,95.58,0.92,0.01,4,27,50,Medium,Delayed,51.43,10.82
2025-03-03,VW1889,Fuel Pump,Engine,Behr Hella,423,297,92.26,0.99,98.68,0.91,0.03,1,15,103,Low,On Time,87.56,12.39
2025-03-04,VW1890,Airbag Module,Fuel System,Exide,352,658,115.57,0.43,50.52,0.95,0.02,3,23,178,Low,In Transit,98.5,10.41
2025-03-05,VW1891,Airbag Module,Braking System,Continental AG,100,284,106.26,2.35,41.59,0.88,0.1,1,29,66,Medium,Delayed,105.85,14.92
2025-03-06,VW1892,Brake Pads,Fuel System,Continental AG,426,625,89.83,1.91,84.69,0.9,0.05,2,11,153,Low,On Time,80.62,6.29
2025-03-07,VW1893,Turbocharger,Braking System,Exide,470,512,88.93,1.76,52.73,0.88,0.05,2,29,96,Low,On Time,155.37,9.04
2025-03-08,VW1894,Airbag Module,Braking System,Garrett Motion,454,141,103.28,2.43,47.3,0.99,0.05,1,25,165,Low,Delayed,177.31,9.65
2025-03-09,VW1895,Turbocharger,Engine,Exide,114,285,94.13,1.7,55.86,0.93,0.07,2,27,131,High,In Transit,123.92,12.83
2025-03-10,VW1896,Battery,Fuel System,Exide,291,764,98.67,2.15,61.36,0.86,0.03,2,10,156,Medium,In Transit,88.08,5.22
2025-03-11,VW1897,Fuel Pump,Fuel System,Continental AG,497,138,105.91,0.82,42.63,0.85,0.02,4,13,171,High,In Transit,96.39,10.18
2025-03-12,VW1898,Brake Pads,Safety System,Garrett Motion,138,282,109.61,1.69,58.11,0.91,0.09,3,15,72,Medium,In Transit,108.61,10.29
2025-03-13,VW1899,Battery,Braking System,Garrett Motion,455,184,112.81,2.46,59.83,0.9,0.05,2,29,53,Medium,Delayed,154.15,7.04
2025-03-14,VW1900,Brake Pads,Safety System,Bosch,441,726,113.93,0.49,97.74,0.95,0.07,4,24,45,Medium,In Transit,151.73,6.05
2025-03-15,VW1901,Battery,Safety System,Continental AG,210,160,97.39,2.34,96.32,0.85,0.09,0,23,99,Medium,On Time,180.8,14.26
2025-03-16,VW1902,Brake Pads,Fuel System,Garrett Motion,197,635,94.38,2.41,98.5,0.97,0.01,4,17,61,Medium,In Transit,127.24,7.19
2025-03-17,VW1903,Fuel Pump,Electrical,Behr Hella,307,468,83.67,1.41,72.19,0.86,0.02,1,11,125,Low,Delayed,119.66,9.72
2025-03-18,VW1904,Alternator,Safety System,Garrett Motion,130,773,118.27,0.47,85.48,0.86,0.05,1,27,97,Low,On Time,104.58,14.42
2025-03-19,VW1905,Alternator,Electrical,Garrett Motion,398,387,101.82,1.54,74.78,0.89,0.09,3,12,137,Low,Delayed,182.15,14.85
2025-03-20,VW1906,Brake Pads,Fuel System,Garrett Motion,277,154,117.58,1.72,84.65,0.85,0.09,1,11,146,High,In Transit,63.77,8.3
2025-03-21,VW1907,Alternator,Electrical,Behr Hella,114,124,112.35,2.25,91.94,0.98,0.06,1,17,64,Low,In Transit,75.87,11.82
2025-03-22,VW1908,Alternator,Fuel System,Bosch,62,660,93.9,0.81,40.98,0.9,0.09,1,10,128,High,Delayed,85.31,6.87
